species,decimalLongitude,decimalLatitude,country
Psittacus erithacus,-1.380942,5.350402,Ghana
Psittacus erithacus,-2.654059,5.204915,Ghana
Psittacus erithacus,-4.128438,5.326522,Côte d’Ivoire
Psittacus erithacus,5.693991,5.558809,Nigeria
Psittacus erithacus,-4.130287,5.33089,Côte d’Ivoire
Psittacus erithacus,5.70795,5.458717,Nigeria
Psittacus erithacus,5.04125,7.208717,Nigeria
Psittacus erithacus,30.412003,0.396437,Uganda
Psittacus erithacus,-1.40445,5.32459,Ghana
Psittacus erithacus,-1.418197,5.322785,Ghana
Psittacus erithacus,-4.137588,5.329716,Côte d’Ivoire
Psittacus erithacus,14.897997,0.603276,Congo
Psittacus erithacus,-2.639435,5.20495,Ghana
Psittacus erithacus,30.412683,0.410347,Uganda
Psittacus erithacus,30.411674,0.401372,Uganda
Psittacus erithacus,-1.216766,7.953456,Ghana
Psittacus erithacus,30.08941,0.181461,Uganda
Psittacus erithacus,-4.128637,5.331075,Côte d’Ivoire
Psittacus erithacus,32.61251,-0.087345,Uganda
Psittacus erithacus,-1.637483,5.2801,Ghana
Psittacus erithacus,-1.390177,5.327702,Ghana
Psittacus erithacus,-1.385739,5.326816,Ghana
Psittacus erithacus,-7.538466,5.831832,Côte d’Ivoire
Psittacus erithacus,-7.504645,5.941565,Côte d’Ivoire
Psittacus erithacus,30.198664,-0.707467,Uganda
Psittacus erithacus,8.70795,5.458717,Nigeria
Psittacus erithacus,5.54125,5.625417,Nigeria
Psittacus erithacus,5.62455,5.542117,Nigeria
Psittacus erithacus,4.37455,6.708717,Nigeria
Psittacus erithacus,8.79125,5.458717,Nigeria
Psittacus erithacus,3.29125,6.458717,Nigeria
Psittacus erithacus,14.956048,0.717871,Congo
Psittacus erithacus,32.29396,-0.307168,Uganda
Psittacus erithacus,-1.383308,5.34833,Ghana
Psittacus erithacus,-1.371467,5.346941,Ghana
Psittacus erithacus,32.48144,0.245763,Uganda
Psittacus erithacus,15.715687,2.292405,Cameroon
Psittacus erithacus,-4.134998,5.326833,Côte d’Ivoire
Psittacus erithacus,-1.37552,5.34425,Ghana
Psittacus erithacus,30.390158,0.48617,Uganda
Psittacus erithacus,30.357216,0.482954,Uganda
Psittacus erithacus,-4.128067,5.330639,Côte d’Ivoire
Psittacus erithacus,7.421013,1.610469,Sao Tome and Principe
Psittacus erithacus,10.852338,1.610247,Equatorial Guinea
Psittacus erithacus,-1.349444,6.161667,Ghana
Psittacus erithacus,31.5379,1.68282,Uganda
Psittacus erithacus,7.426597,1.683407,Sao Tome and Principe
Psittacus erithacus,10.852757,1.610848,Equatorial Guinea
Psittacus erithacus,12.659534,2.669919,Cameroon
Psittacus erithacus,7.38616,1.562697,Sao Tome and Principe
Psittacus erithacus,32.62454,0.23712,Uganda
Psittacus erithacus,13.363551,2.756262,Cameroon
Psittacus erithacus,13.284797,2.695079,Cameroon
Psittacus erithacus,13.355192,2.78684,Cameroon
Psittacus erithacus,10.851847,1.609187,Equatorial Guinea
Psittacus erithacus,10.852175,1.609593,Equatorial Guinea
Psittacus erithacus,7.389457,1.549779,Sao Tome and Principe
Psittacus erithacus,7.3886,1.5484,Sao Tome and Principe
Psittacus erithacus,-1.888888,4.891634,Ghana
Psittacus erithacus,7.402546,1.691643,Sao Tome and Principe
Psittacus erithacus,13.352756,2.802849,Cameroon
Psittacus erithacus,11.595688,-0.098529,Gabon
Psittacus erithacus,-1.203,6.4108,Ghana
Psittacus erithacus,-2.643673,5.254732,Ghana
Psittacus erithacus,-1.340662,6.688476,Ghana
Psittacus erithacus,-1.338743,6.689548,Ghana
Psittacus erithacus,-1.340543,6.688507,Ghana
Psittacus erithacus,14.613612,1.804267,Congo
Psittacus erithacus,20.682148,-1.74707,"Congo, Democratic Republic of the"
Psittacus erithacus,-1.757866,4.882178,Ghana
Psittacus erithacus,20.572817,-1.692389,"Congo, Democratic Republic of the"
Psittacus erithacus,8.724966,3.739507,Equatorial Guinea
Psittacus erithacus,6.29125,4.958717,Nigeria
Psittacus erithacus,6.29125,4.792117,Nigeria
Psittacus erithacus,6.20795,4.875417,Nigeria
Psittacus erithacus,6.20795,4.958717,Nigeria
Psittacus erithacus,6.29125,4.875417,Nigeria
Psittacus erithacus,-1.319447,6.693343,Ghana
Psittacus erithacus,20.788414,-1.9072,"Congo, Democratic Republic of the"
Psittacus erithacus,20.777746,-1.719992,"Congo, Democratic Republic of the"
Psittacus erithacus,32.37107,0.333523,Uganda
Psittacus erithacus,-1.360245,5.369245,Ghana
Psittacus erithacus,-1.644067,5.29904,Ghana
Psittacus erithacus,32.301582,0.206343,Uganda
Psittacus erithacus,20.853096,-1.913143,"Congo, Democratic Republic of the"
Psittacus erithacus,32.30921,0.205361,Uganda
Psittacus erithacus,20.607283,-1.697097,"Congo, Democratic Republic of the"
Psittacus erithacus,10.11215,3.55588,Cameroon
Psittacus erithacus,10.039294,3.750342,Cameroon
Psittacus erithacus,9.8377,2.3761,Cameroon
Psittacus erithacus,20.791626,-1.838532,"Congo, Democratic Republic of the"
Psittacus erithacus,8.70795,5.792117,Nigeria
Psittacus erithacus,8.20795,5.292117,Nigeria
Psittacus erithacus,8.62455,5.375417,Nigeria
Psittacus erithacus,8.70795,5.375417,Nigeria
Psittacus erithacus,8.54125,5.875417,Nigeria
Psittacus erithacus,8.37455,5.292117,Nigeria
Psittacus erithacus,20.679441,-1.687431,"Congo, Democratic Republic of the"
Psittacus erithacus,20.648208,-1.627356,"Congo, Democratic Republic of the"
Psittacus erithacus,9.856596,2.368861,Cameroon
Psittacus erithacus,31.612703,1.566477,Uganda
Psittacus erithacus,32.297874,0.207398,Uganda
Psittacus erithacus,10.115138,3.555162,Cameroon
Psittacus erithacus,32.398113,0.155758,Uganda
Psittacus erithacus,32.30186,0.206008,Uganda
Psittacus erithacus,7.41208,1.687579,Sao Tome and Principe
Psittacus erithacus,15.436576,2.4416,Cameroon
Psittacus erithacus,7.441769,1.690138,Sao Tome and Principe
Psittacus erithacus,7.413808,1.61789,Sao Tome and Principe
Psittacus erithacus,11.595521,-0.401986,Gabon
Psittacus erithacus,6.54125,4.958717,Nigeria
Psittacus erithacus,6.37455,4.792117,Nigeria
Psittacus erithacus,5.79125,5.625417,Nigeria
Psittacus erithacus,5.37455,6.125417,Nigeria
Psittacus erithacus,6.37455,4.708717,Nigeria
Psittacus erithacus,8.54125,5.208717,Nigeria
Psittacus erithacus,7.390086,1.629956,Sao Tome and Principe
Psittacus erithacus,30.402496,0.436532,Uganda
Psittacus erithacus,32.48252,0.280149,Uganda
Psittacus erithacus,33.163517,0.434557,Uganda
Psittacus erithacus,31.557295,1.667998,Uganda
Psittacus erithacus,7.397057,1.616583,Sao Tome and Principe
Psittacus erithacus,7.404889,1.665022,Sao Tome and Principe
Psittacus erithacus,30.378172,0.531185,Uganda
Psittacus erithacus,30.413162,0.41154,Uganda
Psittacus erithacus,30.413424,0.39245,Uganda
Psittacus erithacus,32.338276,0.217511,Uganda
Psittacus erithacus,30.333729,0.489243,Uganda
Psittacus erithacus,7.41924,1.594595,Sao Tome and Principe
Psittacus erithacus,31.543436,1.676426,Uganda
Psittacus erithacus,31.619675,1.663667,Uganda
Psittacus erithacus,29.632874,-1.008287,Uganda
Psittacus erithacus,30.416319,0.655099,Uganda
Psittacus erithacus,30.411558,0.402495,Uganda
Psittacus erithacus,31.647835,1.59901,Uganda
Psittacus erithacus,4.37455,6.625417,Nigeria
Psittacus erithacus,31.6184,2.273768,Uganda
Psittacus erithacus,30.40513,0.407642,Uganda
Psittacus erithacus,-1.713052,4.979013,Ghana
Psittacus erithacus,-2.571134,5.29549,Ghana
Psittacus erithacus,-1.88879,4.891542,Ghana
Psittacus erithacus,7.4377,1.6478,Sao Tome and Principe
Psittacus erithacus,33.19147,0.438591,Uganda
Psittacus erithacus,33.191456,0.438584,Uganda
Psittacus erithacus,7.20795,4.625417,Nigeria
Psittacus erithacus,8.95795,9.792117,Nigeria
Psittacus erithacus,32.112453,1.406987,Uganda
Psittacus erithacus,33.19698,0.427355,Uganda
Psittacus erithacus,31.600458,1.543813,Uganda
Psittacus erithacus,33.19957,0.436273,Uganda
Psittacus erithacus,11.582314,-0.280265,Gabon
Psittacus erithacus,9.545059,-2.130856,Gabon
Psittacus erithacus,5.95795,7.292117,Nigeria
Psittacus erithacus,31.592627,1.733377,Uganda
Psittacus erithacus,-1.418631,5.324533,Ghana
Psittacus erithacus,33.017612,0.397152,Uganda
Psittacus erithacus,-0.020945,5.763277,Ghana
Psittacus erithacus,-1.355618,6.685167,Ghana
Psittacus erithacus,-0.678277,5.353399,Ghana
Psittacus erithacus,-1.40615,5.30708,Ghana
Psittacus erithacus,30.402708,0.438056,Uganda
Psittacus erithacus,31.540894,1.681,Uganda
Psittacus erithacus,30.40897,0.405218,Uganda
Psittacus erithacus,-1.415748,5.443543,Ghana
Psittacus erithacus,30.394423,0.437203,Uganda
Psittacus erithacus,30.394129,0.440045,Uganda
Psittacus erithacus,33.078632,0.578181,Uganda
Psittacus erithacus,30.387005,0.448233,Uganda
Psittacus erithacus,-0.604248,6.297554,Ghana
Psittacus erithacus,7.4206,1.6382,Sao Tome and Principe
Psittacus erithacus,7.350068,1.584865,Sao Tome and Principe
Psittacus erithacus,7.411067,1.568441,Sao Tome and Principe
Psittacus erithacus,7.20795,9.125417,Nigeria
Psittacus erithacus,4.12455,6.542117,Nigeria
Psittacus erithacus,4.12455,7.708717,Nigeria
Psittacus erithacus,20.678412,-1.711511,"Congo, Democratic Republic of the"
Psittacus erithacus,7.425985,1.683241,Sao Tome and Principe
Psittacus erithacus,8.486123,3.258606,Equatorial Guinea
Psittacus erithacus,29.778496,-1.048234,Uganda
Psittacus erithacus,8.463535,3.272089,Equatorial Guinea
Psittacus erithacus,7.451048,1.682898,Sao Tome and Principe
Psittacus erithacus,32.28743,0.305163,Uganda
Psittacus erithacus,11.012249,1.822425,Equatorial Guinea
Psittacus erithacus,11.260166,4.378929,Cameroon
Psittacus erithacus,20.681076,-1.749644,"Congo, Democratic Republic of the"
Psittacus erithacus,20.681505,-1.726566,"Congo, Democratic Republic of the"
Psittacus erithacus,9.820756,3.624081,Cameroon
Psittacus erithacus,8.478985,3.262491,Equatorial Guinea
Psittacus erithacus,33.12749,0.509441,Uganda
Psittacus erithacus,32.743366,0.352268,Uganda
Psittacus erithacus,5.12455,7.208717,Nigeria
Psittacus erithacus,7.516864,1.793695,Sao Tome and Principe
Psittacus erithacus,30.362074,0.476185,Uganda
Psittacus erithacus,8.660638,3.356762,Equatorial Guinea
Psittacus erithacus,31.706177,1.655986,Uganda
Psittacus erithacus,29.689198,-0.973247,Uganda
Psittacus erithacus,-1.4145,5.4306,Ghana
Psittacus erithacus,11.266523,4.367378,Cameroon
Psittacus erithacus,32.44449,0.32682,Uganda
Psittacus erithacus,10.12622,2.36799,Cameroon
Psittacus erithacus,34.909657,0.222667,Kenya
Psittacus erithacus,9.985499,2.247738,Cameroon
Psittacus erithacus,4.29125,6.708717,Nigeria
Psittacus erithacus,10.100531,3.793912,Cameroon
Psittacus erithacus,10.11368,3.555164,Cameroon
Psittacus erithacus,9.836015,2.498078,Cameroon
Psittacus erithacus,9.916077,3.981046,Cameroon
Psittacus erithacus,7.396787,1.644477,Sao Tome and Principe
Psittacus erithacus,31.854858,-2.339437,"Tanzania, United Republic of"
Psittacus erithacus,7.417778,1.643611,Sao Tome and Principe
Psittacus erithacus,8.909397,4.970047,Cameroon
Psittacus erithacus,8.865127,5.062026,Cameroon
Psittacus erithacus,8.863877,5.062997,Cameroon
Psittacus erithacus,13.289193,2.249787,Cameroon
Psittacus erithacus,32.579942,0.19775,Uganda
Psittacus erithacus,32.483115,0.152504,Uganda
Psittacus erithacus,34.883333,0.283333,Kenya
Psittacus erithacus,39.85,-3.001667,Kenya
Psittacus erithacus,34.884667,0.206,Kenya
Psittacus erithacus,35.258667,0.507667,Kenya
Psittacus erithacus,30.352468,0.484719,Uganda
Psittacus erithacus,8.918383,5.02724,Cameroon
Psittacus erithacus,32.803356,0.323624,Uganda
Psittacus erithacus,32.37388,0.331905,Uganda
Psittacus erithacus,32.294567,0.208482,Uganda
Psittacus erithacus,10.320754,1.65021,Equatorial Guinea
Psittacus erithacus,32.80318,0.323892,Uganda
Psittacus erithacus,8.724805,3.755598,Equatorial Guinea
Psittacus erithacus,31.70278,1.680858,Uganda
Psittacus erithacus,30.406725,0.408895,Uganda
Psittacus erithacus,32.993057,0.391988,Uganda
Psittacus erithacus,29.67648,-0.90165,Uganda
Psittacus erithacus,33.006096,0.39316,Uganda
Psittacus erithacus,32.36537,0.117628,Uganda
Psittacus erithacus,33.049587,0.410943,Uganda
Psittacus erithacus,31.685219,2.277875,Uganda
Psittacus erithacus,30.403631,0.405277,Uganda
Psittacus erithacus,32.39535,0.125392,Uganda
Psittacus erithacus,32.29091,0.207598,Uganda
Psittacus erithacus,32.23389,0.087404,Uganda
Psittacus erithacus,29.618088,-0.980635,Uganda
Psittacus erithacus,20.680601,-1.766417,"Congo, Democratic Republic of the"
Psittacus erithacus,7.443629,1.68456,Sao Tome and Principe
Psittacus erithacus,12.774851,0.544685,Gabon
Psittacus erithacus,9.68015,-2.22553,Gabon
Psittacus erithacus,9.381766,-1.750845,Gabon
Psittacus erithacus,11.15364,2.922225,Cameroon
Psittacus erithacus,31.449657,1.953165,Uganda
Psittacus erithacus,10.231357,-0.68665,Gabon
Psittacus erithacus,20.679581,-1.747929,"Congo, Democratic Republic of the"
Psittacus erithacus,-1.3409,6.6885,Ghana
Psittacus erithacus,20.68218,-1.750958,"Congo, Democratic Republic of the"
Psittacus erithacus,20.635981,-1.690897,"Congo, Democratic Republic of the"
Psittacus erithacus,7.420958,1.610805,Sao Tome and Principe
Psittacus erithacus,7.40245,1.698085,Sao Tome and Principe
Psittacus erithacus,32.350212,0.076221,Uganda
Psittacus erithacus,7.35323,1.625163,Sao Tome and Principe
Psittacus erithacus,32.067125,-0.248782,Uganda
Psittacus erithacus,33.164091,0.482704,Uganda
Psittacus erithacus,7.504648,1.641062,Sao Tome and Principe
Psittacus erithacus,-1.394145,5.355321,Ghana
Psittacus erithacus,-1.385076,5.348147,Ghana
Psittacus erithacus,-2.651,5.215359,Ghana
Psittacus erithacus,-1.36694,6.673303,Ghana
Psittacus erithacus,9.113078,-1.144268,Gabon
Psittacus erithacus,13.106,-8.937,Angola
Psittacus erithacus,9.025577,-1.210131,Gabon
Psittacus erithacus,-1.340677,6.688636,Ghana
Psittacus erithacus,-1.358635,6.712587,Ghana
Psittacus erithacus,8.726514,3.747183,Equatorial Guinea
Psittacus erithacus,16.254845,2.919798,Central African Republic
Psittacus erithacus,6.792117,10.29125,Nigeria
Psittacus erithacus,32.58381,0.140687,Uganda
Psittacus erithacus,10.861939,1.614401,Equatorial Guinea
Psittacus erithacus,10.86427,1.61434,Equatorial Guinea
Psittacus erithacus,10.8803,1.61459,Equatorial Guinea
Psittacus erithacus,10.8784,1.61487,Equatorial Guinea
Psittacus erithacus,10.8599,1.60896,Equatorial Guinea
Psittacus erithacus,10.86213,1.608005,Equatorial Guinea
Psittacus erithacus,32.40473,-0.255624,Uganda
Psittacus erithacus,15.471604,-3.267775,Congo
Psittacus erithacus,8.665171,3.36928,Equatorial Guinea
Psittacus erithacus,8.640919,3.350978,Equatorial Guinea
Psittacus erithacus,8.50039,3.36522,Equatorial Guinea
Psittacus erithacus,8.623903,3.234355,Equatorial Guinea
Psittacus erithacus,8.482368,3.33397,Equatorial Guinea
Psittacus erithacus,33.164474,0.482234,Uganda
Psittacus erithacus,8.580999,3.271453,Equatorial Guinea
Psittacus erithacus,8.588742,3.470072,Equatorial Guinea
Psittacus erithacus,8.563433,3.462025,Equatorial Guinea
Psittacus erithacus,8.482947,3.335726,Equatorial Guinea
Psittacus erithacus,8.49954,3.355432,Equatorial Guinea
Psittacus erithacus,8.662261,3.361073,Equatorial Guinea
Psittacus erithacus,8.590739,3.246842,Equatorial Guinea
Psittacus erithacus,11.320865,-3.996032,Congo
Psittacus erithacus,-1.6183,5.0622,Ghana
Psittacus erithacus,-1.3026,6.6929,Ghana
Psittacus erithacus,9.04125,6.125417,Nigeria
Psittacus erithacus,25.925482,-2.95129,"Congo, Democratic Republic of the"
Psittacus erithacus,25.22154,-2.677346,"Congo, Democratic Republic of the"
Psittacus erithacus,25.102194,-2.745001,"Congo, Democratic Republic of the"
Psittacus erithacus,25.103804,-2.741298,"Congo, Democratic Republic of the"
Psittacus erithacus,25.165602,-2.695345,"Congo, Democratic Republic of the"
Psittacus erithacus,32.3866,0.105871,Uganda
Psittacus erithacus,27.563162,-4.019649,"Congo, Democratic Republic of the"
Psittacus erithacus,32.249355,0.164752,Uganda
Psittacus erithacus,-0.553651,6.241391,Ghana
Psittacus erithacus,32.748993,0.356225,Uganda
Psittacus erithacus,-2.6417,5.2877,Ghana
Psittacus erithacus,9.9097,2.8575,Cameroon
Psittacus erithacus,-2.641147,5.284879,Ghana
Psittacus erithacus,7.413583,1.618294,Sao Tome and Principe
Psittacus erithacus,9.242284,4.151154,Cameroon
Psittacus erithacus,7.417617,1.638951,Sao Tome and Principe
Psittacus erithacus,7.420304,1.6092,Sao Tome and Principe
Psittacus erithacus,7.404563,1.627335,Sao Tome and Principe
Psittacus erithacus,7.396955,1.632735,Sao Tome and Principe
Psittacus erithacus,7.4272,1.614128,Sao Tome and Principe
Psittacus erithacus,8.859167,5.066667,Cameroon
Psittacus erithacus,11.613972,5.328547,Cameroon
Psittacus erithacus,11.711071,5.400206,Cameroon
Psittacus erithacus,12.672885,3.255864,Cameroon
Psittacus erithacus,15.481832,-3.198753,Congo
Psittacus erithacus,10.406756,0.34993,Gabon
Psittacus erithacus,31.714247,1.688404,Uganda
Psittacus erithacus,12.719577,2.732793,Cameroon
Psittacus erithacus,7.3795,1.5516,Sao Tome and Principe
Psittacus erithacus,7.4196,1.6497,Sao Tome and Principe
Psittacus erithacus,31.5401,1.7142,Uganda
Psittacus erithacus,31.71547,1.945236,Uganda
Psittacus erithacus,14.604537,0.404503,Congo
Psittacus erithacus,15.043674,0.778718,Congo
Psittacus erithacus,14.929347,0.600117,Congo
Psittacus erithacus,13.94973,2.359985,Cameroon
Psittacus erithacus,30.289795,0.487347,Uganda
Psittacus erithacus,32.47485,0.32088,Uganda
Psittacus erithacus,32.35199,0.32542,Uganda
Psittacus erithacus,8.747914,3.715386,Equatorial Guinea
Psittacus erithacus,32.661587,0.830896,Uganda
Psittacus erithacus,10.123215,3.80525,Cameroon
Psittacus erithacus,32.435104,0.335348,Uganda
Psittacus erithacus,30.401117,0.420969,Uganda
Psittacus erithacus,8.816062,5.026198,Cameroon
Psittacus erithacus,32.562572,0.231588,Uganda
Psittacus erithacus,32.333332,0.333333,Uganda
Psittacus erithacus,7.443871,1.678642,Sao Tome and Principe
Psittacus erithacus,-1.344,6.6869,Ghana
Psittacus erithacus,-2.6411,5.2859,Ghana
Psittacus erithacus,-2.6406,5.2038,Ghana
Psittacus erithacus,32.490532,0.187978,Uganda
Psittacus erithacus,32.716434,0.360617,Uganda
Psittacus erithacus,32.7164,0.36052,Uganda
Psittacus erithacus,32.716312,0.360556,Uganda
Psittacus erithacus,-1.749401,5.677762,Ghana
Psittacus erithacus,20.679252,-1.74381,"Congo, Democratic Republic of the"
Psittacus erithacus,20.7659,-1.87339,"Congo, Democratic Republic of the"
Psittacus erithacus,-1.344298,6.687067,Ghana
Psittacus erithacus,5.37455,6.208717,Nigeria
Psittacus erithacus,7.35775,1.589381,Sao Tome and Principe
Psittacus erithacus,7.364101,1.608771,Sao Tome and Principe
Psittacus erithacus,7.444181,1.680581,Sao Tome and Principe
Psittacus erithacus,31.576895,1.791264,Uganda
Psittacus erithacus,37.011593,-0.155074,Kenya
Psittacus erithacus,10.1485,2.4692,Cameroon
Psittacus erithacus,31.878735,-0.351585,Uganda
Psittacus erithacus,8.852921,4.955511,Cameroon
Psittacus erithacus,20.573,-1.692,"Congo, Democratic Republic of the"
Psittacus erithacus,30.389,0.483,Uganda
Psittacus erithacus,15.441895,2.437898,Cameroon
Psittacus erithacus,17.258241,-0.485582,Congo
Psittacus erithacus,17.13257,-0.75652,Congo
Psittacus erithacus,17.28901,-0.43652,Congo
Psittacus erithacus,17.11272,-0.81689,Congo
Psittacus erithacus,17.28484,-0.4431,Congo
Psittacus erithacus,17.25943,-0.4874,Congo
Psittacus erithacus,28.88115,-2.491257,"Congo, Democratic Republic of the"
Psittacus erithacus,9.758048,-2.52712,Gabon
Psittacus erithacus,10.497879,-2.315716,Gabon
Psittacus erithacus,9.704765,4.811124,Cameroon
Psittacus erithacus,8.2808,5.6848,Nigeria
Psittacus erithacus,7.404549,1.658704,Sao Tome and Principe
Psittacus erithacus,7.432208,1.60817,Sao Tome and Principe
Psittacus erithacus,32.721085,0.380071,Uganda
Psittacus erithacus,30.355955,0.908523,Uganda
Psittacus erithacus,27.562017,-4.019803,"Congo, Democratic Republic of the"
Psittacus erithacus,31.790314,1.408511,Uganda
Psittacus erithacus,31.523617,1.506242,Uganda
Psittacus erithacus,15.707841,2.465641,Cameroon
Psittacus erithacus,9.862421,4.007575,Cameroon
Psittacus erithacus,9.864197,2.337272,Cameroon
Psittacus erithacus,9.585673,4.732002,Cameroon
Psittacus erithacus,32.301952,0.204277,Uganda
Psittacus erithacus,10.045967,-2.783424,Gabon
Psittacus erithacus,9.879567,-1.945715,Gabon
Psittacus erithacus,31.53941,1.689906,Uganda
Psittacus erithacus,10.766942,-0.183048,Gabon
Psittacus erithacus,11.594312,-0.092319,Gabon
Psittacus erithacus,7.421189,1.611538,Sao Tome and Principe
Psittacus erithacus,7.410429,1.598175,Sao Tome and Principe
Psittacus erithacus,7.372266,1.597274,Sao Tome and Principe
Psittacus erithacus,7.378821,1.589295,Sao Tome and Principe
Psittacus erithacus,7.383253,1.596502,Sao Tome and Principe
Psittacus erithacus,7.415707,1.576725,Sao Tome and Principe
Psittacus erithacus,7.416308,1.586721,Sao Tome and Principe
Psittacus erithacus,7.37718,1.595258,Sao Tome and Principe
Psittacus erithacus,7.356065,1.593821,Sao Tome and Principe
Psittacus erithacus,31.876133,-2.416776,"Tanzania, United Republic of"
Psittacus erithacus,12.8027,0.5118,Gabon
Psittacus erithacus,9.258857,-1.576511,Gabon
Psittacus erithacus,9.671102,-1.653642,Gabon
Psittacus erithacus,9.997087,-2.74746,Gabon
Psittacus erithacus,9.724059,-2.483903,Gabon
Psittacus erithacus,7.385709,1.543736,Sao Tome and Principe
Psittacus erithacus,7.405805,1.569454,Sao Tome and Principe
Psittacus erithacus,7.36835,1.556863,Sao Tome and Principe
Psittacus erithacus,7.384765,1.550986,Sao Tome and Principe
Psittacus erithacus,7.392318,1.550256,Sao Tome and Principe
Psittacus erithacus,7.393563,1.565572,Sao Tome and Principe
Psittacus erithacus,7.397522,1.568639,Sao Tome and Principe
Psittacus erithacus,7.374272,1.557206,Sao Tome and Principe
Psittacus erithacus,32.367687,0.195384,Uganda
Psittacus erithacus,10.854364,1.573085,Equatorial Guinea
Psittacus erithacus,14.897246,0.604838,Congo
Psittacus erithacus,12.277203,4.033647,Cameroon
Psittacus erithacus,32.684036,0.228338,Uganda
Psittacus erithacus,33.205833,0.433304,Uganda
Psittacus erithacus,11.4652,3.3802,Cameroon
Psittacus erithacus,11.594396,-0.100765,Gabon
Psittacus erithacus,11.575341,-0.129089,Gabon
Psittacus erithacus,10.759349,-0.187282,Gabon
Psittacus erithacus,10.099397,-1.080201,Gabon
Psittacus erithacus,12.803451,0.512629,Gabon
Psittacus erithacus,12.800993,0.515578,Gabon
Psittacus erithacus,13.595452,0.184364,Gabon
Psittacus erithacus,16.166791,1.918516,Cameroon
Psittacus erithacus,-2.6478,5.2199,Ghana
Psittacus erithacus,-1.367898,6.70233,Ghana
Psittacus erithacus,-1.77235,7.15953,Ghana
Psittacus erithacus,-1.26008,6.951476,Ghana
Psittacus erithacus,-1.379085,6.675541,Ghana
Psittacus erithacus,-1.383588,5.354316,Ghana
Psittacus erithacus,-1.278534,6.620957,Ghana
Psittacus erithacus,-1.543846,5.62103,Ghana
Psittacus erithacus,-2.7294,5.275,Ghana
Psittacus erithacus,28.886871,-2.486074,"Congo, Democratic Republic of the"
Psittacus erithacus,31.49128,1.691214,Uganda
Psittacus erithacus,31.435181,1.74792,Uganda
Psittacus erithacus,31.482525,1.724323,Uganda
Psittacus erithacus,31.480251,1.710812,Uganda
Psittacus erithacus,9.415121,4.648493,Cameroon
Psittacus erithacus,9.595429,4.113427,Cameroon
Psittacus erithacus,9.615671,4.101333,Cameroon
Psittacus erithacus,7.424339,1.577803,Sao Tome and Principe
Psittacus erithacus,7.414609,1.604418,Sao Tome and Principe
Psittacus erithacus,7.399276,1.545371,Sao Tome and Principe
Psittacus erithacus,16.331177,2.108899,Congo
Psittacus erithacus,32.564247,0.236205,Uganda
Psittacus erithacus,9.904847,2.851948,Cameroon
Psittacus erithacus,20.389481,-2.709652,"Congo, Democratic Republic of the"
Psittacus erithacus,31.697561,1.633591,Uganda
Psittacus erithacus,33.192963,0.420464,Uganda
Psittacus erithacus,31.048092,1.314499,Uganda
Psittacus erithacus,12.03592,-4.609067,Congo
Psittacus erithacus,32.349773,0.073817,Uganda
Psittacus erithacus,9.412622,4.661892,Cameroon
Psittacus erithacus,32.087029,1.524645,Uganda
Psittacus erithacus,14.845458,1.32063,Congo
Psittacus erithacus,33.19785,0.42535,Uganda
Psittacus erithacus,32.399498,0.152897,Uganda
Psittacus erithacus,14.932108,0.600183,Congo
Psittacus erithacus,29.62974,-1.006141,Uganda
Psittacus erithacus,9.88,-1.9246,Gabon
Psittacus erithacus,32.424343,0.41576,Uganda
Psittacus erithacus,31.659792,2.190438,Uganda
Psittacus erithacus,6.640104,0.30042,Sao Tome and Principe
Psittacus erithacus,-2.492563,6.157821,Ghana
Psittacus erithacus,11.205152,1.07757,Equatorial Guinea
Psittacus erithacus,11.047976,1.024222,Equatorial Guinea
Psittacus erithacus,8.729281,3.738875,Equatorial Guinea
Psittacus erithacus,11.046667,1.018056,Equatorial Guinea
Psittacus erithacus,11.070666,1.032,Equatorial Guinea
Psittacus erithacus,11.071987,1.047545,Equatorial Guinea
Psittacus erithacus,11.2,1.1,Equatorial Guinea
Psittacus erithacus,9.593425,1.554321,Equatorial Guinea
Psittacus erithacus,9.547677,1.461999,Equatorial Guinea
Psittacus erithacus,9.562419,1.485235,Equatorial Guinea
Psittacus erithacus,11.058426,1.023391,Equatorial Guinea
Psittacus erithacus,9.456611,1.308492,Equatorial Guinea
Psittacus erithacus,11.07696,1.04618,Equatorial Guinea
Psittacus erithacus,11.202689,1.097299,Equatorial Guinea
Psittacus erithacus,11.19972,1.10268,Equatorial Guinea
Psittacus erithacus,11.226094,1.087385,Equatorial Guinea
Psittacus erithacus,11.05838,1.02752,Equatorial Guinea
Psittacus erithacus,11.201844,1.099245,Equatorial Guinea
Psittacus erithacus,11.06012,1.02586,Equatorial Guinea
Psittacus erithacus,11.2028,1.08286,Equatorial Guinea
Psittacus erithacus,11.22688,1.087789,Equatorial Guinea
Psittacus erithacus,11.07816,1.04397,Equatorial Guinea
Psittacus erithacus,-1.36582,6.69255,Ghana
Psittacus erithacus,8.909912,4.769415,Cameroon
Psittacus erithacus,8.770952,4.849384,Cameroon
Psittacus erithacus,9.486487,5.342144,Cameroon
Psittacus erithacus,34.86674,0.314053,Kenya
Psittacus erithacus,-1.3447,6.6869,Ghana
Psittacus erithacus,-1.3848,5.3528,Ghana
Psittacus erithacus,7.3923,1.5913,Sao Tome and Principe
Psittacus erithacus,-1.383337,5.34851,Ghana
Psittacus erithacus,16.396124,-2.614525,"Congo, Democratic Republic of the"
